_id,Reporting date,Card Type,Category,Series Description,Sector,Sub-sector,ObservationType,Observation Scale,Value
5084,2019-08,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,334843
5085,2019-08,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,156965
5086,2019-08,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,734335
5087,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,1781847
5088,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,777398
5089,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,184959
5090,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,82814
5091,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,234446
5092,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,903013
5093,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,213229
5094,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,128961
5095,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,119201
5096,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,84737
5097,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,157447
5098,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,191351
5099,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,409342
5100,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,255827
5101,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,133154
5102,2019-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,799758
5103,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,297778
5104,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,86398
5105,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,45096
5106,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,21090
5107,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,50938
5108,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,296433
5109,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,95964
5110,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,68015
5111,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,44050
5112,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,24309
5113,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,19984
5114,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,42008
5115,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,76454
5116,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,36521
5117,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,33272
5118,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,109651
5119,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,69167
5120,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,3799
5121,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,12699
5122,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,111395
5123,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,46349
5124,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,30559
5125,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,22980
5126,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,18414
5127,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,14023
5128,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,3089
5129,2019-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,29309
5130,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,2148792
5131,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,863796
5132,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,233854
5133,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,116603
5134,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,285384
5135,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,1310841
5136,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,355542
5137,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,227535
5138,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,163251
5139,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,109046
5140,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,177431
5141,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,256339
5142,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,504210
5143,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,306371
5144,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,169515
5145,2019-09,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,938718
5146,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,1968168
5147,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,853077
5148,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,208186
5149,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,88423
5150,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,263503
5151,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,875186
5152,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,223833
5153,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,128105
5154,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,47974
5155,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,93348
5156,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,176353
5157,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,200614
5158,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,436397
5159,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,272354
5160,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,142705
5161,2019-10,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,631370
5162,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,308449
5163,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,86754
5164,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,49008
5165,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,21181
5166,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,53598
5167,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,260901
5168,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,95193
5169,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,61798
5170,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,13691
5171,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,26074
5172,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,21279
5173,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,41845
5174,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,71781
5175,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,35274
5176,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,30006
5177,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,115103
5178,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,71255
5179,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,3895
5180,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,13176
5181,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,112297
5182,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,48192
5183,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,30356
5184,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,23648
5185,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,18764
5186,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,14028
5187,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,3382
5188,2019-10,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,29702
5189,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,2347872
5190,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,939831
5191,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,261089
5192,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,122780
5193,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,317101
5194,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,1248384
5195,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,367218
5196,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,220259
5197,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,61665
5198,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,119422
5199,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,197632
5200,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,266107
5201,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,526942
5202,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,321656
5203,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,176093
5204,2019-10,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,776175
5205,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,2059315
5206,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,849414
5207,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,234399
5208,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,110784
5209,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,279902
5210,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,823034
5211,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,204047
5212,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,111517
5213,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,35121
5214,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,94395
5215,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,172274
5216,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,200297
5217,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,425212
5218,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,251357
5219,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,153376
5220,2019-11,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,631536
5221,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,347090
5222,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,90626
5223,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,58743
5224,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,26932
5225,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,59586
5226,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,234626
5227,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,82343
5228,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,52465
5229,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,9576
5230,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,26057
5231,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,20896
5232,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,41584
5233,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,75455
5234,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,32828
5235,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,35850
5236,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,112127
5237,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,76770
5238,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,4015
5239,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,13579
5240,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,107831
5241,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,43979
5242,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,30812
5243,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,23273
5244,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,20098
5245,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,14825
5246,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,3290
5247,2019-11,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,28618
5248,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,2483175
5249,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,940040
5250,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,297157
5251,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,151295
5252,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,339488
5253,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,1165491
5254,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,330369
5255,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,194794
5256,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,44697
5257,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,120452
5258,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,193170
5259,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,265154
5260,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,520765
5261,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,299010
5262,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,192516
5263,2019-11,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,772281
5264,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,2668115
5265,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1102500
5266,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,374965
5267,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,144622
5268,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,279950
5269,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,877916
5270,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,202222
5271,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,138908
5272,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,26498
5273,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,84098
5274,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,199224
5275,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,220281
5276,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,591686
5277,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,335892
5278,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,234447
5279,2019-12,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,677040
5280,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,439039
5281,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,120647
5282,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,82933
5283,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,34276
5284,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,53562
5285,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,233391
5286,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,78377
5287,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,56410
5288,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,7364
5289,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,21675
5290,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,23613
5291,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,44486
5292,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,98902
5293,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,43930
5294,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,46916
5295,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,114846
5296,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,85487
5297,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,5016
5298,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,13953
5299,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,89554
5300,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,31836
5301,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,25934
5302,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,22697
5303,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,30019
5304,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,24760
5305,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,3418
5306,2019-12,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,40616
5307,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,3192641
5308,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1223147
5309,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,462914
