_id,Reporting date,Card Type,Category,Series Description,Sector,Sub-sector,ObservationType,Observation Scale,Value
5310,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,192851
5311,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,333512
5312,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,1200861
5313,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,312435
5314,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,221252
5315,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,33862
5316,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,105773
5317,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,222837
5318,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,287464
5319,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,720607
5320,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,404582
5321,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,284781
5322,2019-12,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,832502
5323,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,1788079
5324,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,806241
5325,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,164669
5326,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,84294
5327,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,230544
5328,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,1076042
5329,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,270677
5330,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,117833
5331,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,86757
5332,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,93273
5333,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,293342
5334,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,206575
5335,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,405157
5336,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,243709
5337,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,132713
5338,2020-01,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,570052
5339,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,272858
5340,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,77212
5341,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,37897
5342,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,21016
5343,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,48807
5344,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,330879
5345,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,140850
5346,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,61866
5347,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,30704
5348,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,25041
5349,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,26367
5350,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,43254
5351,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,66042
5352,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,30959
5353,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,24695
5354,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,128095
5355,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,67064
5356,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,3123
5357,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,13810
5358,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,104805
5359,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,47959
5360,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,23633
5361,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,21949
5362,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,16516
5363,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,11621
5364,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,2585
5365,2020-01,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,33357
5366,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,2128001
5367,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,883453
5368,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,205689
5369,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,119120
5370,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,279351
5371,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,1511726
5372,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,459486
5373,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,203332
5374,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,117461
5375,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,118314
5376,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,319709
5377,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,271778
5378,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,487715
5379,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,286289
5380,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,159993
5381,2020-01,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,731504
5382,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,1734496
5383,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,811872
5384,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,150485
5385,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,71712
5386,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,219069
5387,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,928543
5388,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,226048
5389,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,110879
5390,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,42731
5391,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,91028
5392,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,256157
5393,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,196639
5394,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,398993
5395,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,246149
5396,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,129121
5397,2020-02,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,512759
5398,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,254572
5399,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,77823
5400,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,34323
5401,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,16547
5402,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,43460
5403,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,255329
5404,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,98736
5405,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,53337
5406,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,13933
5407,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,24818
5408,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,24344
5409,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,39149
5410,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,62527
5411,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,30891
5412,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,23400
5413,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,100505
5414,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,63792
5415,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,2923
5416,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,12401
5417,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,96849
5418,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,41624
5419,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,24174
5420,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,20854
5421,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,15988
5422,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,12078
5423,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,2559
5424,2020-02,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,29224
5425,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,2052860
5426,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,889695
5427,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,187731
5428,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,100660
5429,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,262529
5430,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,1280721
5431,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,366408
5432,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,188390
5433,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,56664
5434,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,115846
5435,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,280501
5436,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,256642
5437,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,477508
5438,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,289118
5439,2020-02,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,155080
